Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,SpenderScore
41,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9,No,Bank Transfer,Store Pickup,No,No,25.0,Venmo,52,72.16494845360825
32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,No,Bank Transfer,Free Shipping,No,No,18.0,Cash,0,15.077319587628867
69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,No,Cash,Store Pickup,No,No,14.0,Bank Transfer,0,54.25257731958762
29,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,No,Venmo,Standard,No,No,42.0,Debit Card,0,63.01546391752577
70,Female,Jewelry,Accessories,91,Utah,M,White,Spring,2.9,No,Credit Card,Express,No,No,6.0,Venmo,0,46.520618556701024
41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,No,Venmo,Next Day Air,No,No,14.0,Venmo,0,23.32474226804123
31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.7,No,Venmo,Express,No,No,30.0,Debit Card,0,36.21134020618557
31,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.8,No,Bank Transfer,Standard,No,No,10.0,Cash,13,33.95618556701031
57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,No,Cash,Express,No,No,7.0,PayPal,52,68.29896907216495
29,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,4.7,No,Credit Card,Express,No,No,28.0,Credit Card,0,23.067010309278345
70,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,3.6,No,Cash,Next Day Air,No,No,19.0,Bank Transfer,0,19.58762886597938
51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,No,Venmo,Express,No,No,13.0,Credit Card,0,29.63917525773196
45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,No,Venmo,Store Pickup,No,No,23.0,Venmo,26,63.01546391752577
18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Bank Transfer,Express,No,No,5.0,Venmo,52,64.94845360824742
37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,No,Venmo,Store Pickup,No,No,17.0,Venmo,0,54.89690721649484
23,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3.0,No,Debit Card,Next Day Air,No,No,31.0,Venmo,52,72.42268041237112
39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,Cash,Free Shipping,No,No,19.0,PayPal,52,81.18556701030927
62,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.6,No,Venmo,Free Shipping,No,No,8.0,Venmo,26,54.123711340206185
70,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,3.3,No,Bank Transfer,Free Shipping,No,No,15.0,Credit Card,1,26.908207771609828
20,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,3.0,No,Bank Transfer,Next Day Air,No,No,18.0,Credit Card,0,40.33505154639175
42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,Credit Card,Standard,No,No,16.0,PayPal,1,37.60408406026962
41,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,No,Debit Card,Store Pickup,No,No,13.0,Cash,13,38.72422680412371
24,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,4.5,No,Credit Card,Express,No,No,38.0,PayPal,0,45.48969072164948
37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.8,No,Venmo,Express,No,No,27.0,Bank Transfer,0,18.556701030927837
30,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.9,No,Credit Card,Store Pickup,No,No,31.0,Bank Transfer,0,22.68041237113402
58,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.3,No,Bank Transfer,Next Day Air,No,No,24.0,Cash,0,43.1701030927835
43,Female,Boots,Footwear,41,Texas,M,Green,Summer,3.0,No,Debit Card,Free Shipping,No,No,21.0,Debit Card,0,26.54639175257732
19,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9,No,Venmo,2-Day Shipping,No,No,15.0,PayPal,1,26.392743854084056
23,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.8,No,Bank Transfer,Store Pickup,No,No,48.0,Venmo,0,57.60309278350516
65,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,No,Debit Card,2-Day Shipping,No,No,47.0,Cash,0,55.154639175257735
58,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4.0,No,Debit Card,Free Shipping,No,No,23.0,PayPal,52,51.804123711340196
50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,No,PayPal,Express,No,No,4.0,PayPal,0,14.819587628865976
67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4.0,No,Credit Card,Free Shipping,No,No,47.0,Credit Card,0,57.731958762886606
40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,No,Debit Card,Store Pickup,No,No,7.0,PayPal,13,38.9819587628866
55,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,No,Venmo,Free Shipping,No,No,6.0,Credit Card,1,36.315424266455196
52,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.8,No,Bank Transfer,2-Day Shipping,No,No,47.0,Credit Card,0,28.865979381443296
62,Female,Dress,Clothing,100,California,L,Charcoal,Summer,3.0,No,PayPal,Free Shipping,No,No,7.0,PayPal,0,51.546391752577314
64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,No,Bank Transfer,Free Shipping,No,No,1.0,Debit Card,0,39.94845360824742
43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,No,PayPal,2-Day Shipping,No,No,23.0,Credit Card,52,50.77319587628865
61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,No,PayPal,2-Day Shipping,No,No,30.0,Credit Card,13,55.090206185567006
26,Female,Backpack,Accessories,58,California,XL,Green,Summer,3.5,No,Debit Card,Next Day Air,No,No,24.0,Credit Card,0,36.46907216494844
22,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,2.6,No,PayPal,Store Pickup,No,No,9.0,PayPal,52,61.855670103092784
51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,PayPal,2-Day Shipping,No,No,25.0,Credit Card,0,26.030927835051543
69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,No,Bank Transfer,Free Shipping,No,No,18.0,Cash,0,37.24226804123711
50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,PayPal,Next Day Air,No,No,7.0,Venmo,26,46.00515463917526
51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,No,Debit Card,Next Day Air,No,No,2.0,Cash,1,21.366970658207773
56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Bank Transfer,Free Shipping,No,No,36.0,Debit Card,1,31.93398096748612
59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,No,Bank Transfer,Next Day Air,No,No,31.0,PayPal,0,34.020618556701024
18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,No,PayPal,Express,No,No,10.0,Cash,26,33.76288659793814
48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,No,Credit Card,Express,No,No,27.0,PayPal,13,56.50773195876289
53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,No,Credit Card,Next Day Air,No,No,14.0,PayPal,0,16.62371134020618
45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.6,No,Debit Card,Store Pickup,No,No,17.0,Credit Card,13,62.43556701030928
21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,No,PayPal,Free Shipping,No,No,10.0,Bank Transfer,0,35.69587628865979
42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,Debit Card,2-Day Shipping,No,No,4.0,PayPal,0,17.912371134020617
60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,No,Bank Transfer,Store Pickup,No,No,25.0,Cash,0,32.21649484536082
21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.1,No,Cash,2-Day Shipping,No,No,3.0,PayPal,0,36.597938144329895
69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,No,PayPal,Standard,No,No,47.0,Venmo,26,79.5103092783505
40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,No,Debit Card,Next Day Air,No,No,41.0,Bank Transfer,0,44.072164948453604
31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,No,Cash,Standard,No,No,28.0,Venmo,0,47.293814432989684
44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,No,Venmo,Express,No,No,49.0,Debit Card,0,49.22680412371133
48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,No,Credit Card,Store Pickup,No,No,7.0,Bank Transfer,26,35.69587628865979
32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,No,Credit Card,Next Day Air,No,No,22.0,Bank Transfer,13,60.76030927835051
42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,No,Cash,2-Day Shipping,No,No,34.0,Venmo,13,54.574742268041234
27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,No,Bank Transfer,Standard,No,No,5.0,Debit Card,0,10.56701030927835
69,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.8,No,Credit Card,Standard,No,No,15.0,Cash,0,33.50515463917525
67,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,3.4,No,PayPal,Next Day Air,No,No,26.0,Bank Transfer,52,50.90206185567009
41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Venmo,Store Pickup,No,No,3.0,Bank Transfer,26,52.7061855670103
46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,No,PayPal,Express,No,No,42.0,Credit Card,0,50.128865979381445
47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,No,Credit Card,Store Pickup,No,No,1.0,Venmo,13,46.97164948453608
33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,No,Debit Card,Express,No,No,20.0,PayPal,0,35.4381443298969
51,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,No,Bank Transfer,Standard,No,No,39.0,PayPal,13,69.90979381443299
26,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9,No,Debit Card,Store Pickup,No,No,24.0,Credit Card,26,44.845360824742265
22,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.6,No,Debit Card,Express,No,No,49.0,Bank Transfer,0,55.41237113402061
49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,No,Debit Card,Store Pickup,No,No,7.0,Venmo,0,30.412371134020617
58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,No,Cash,Free Shipping,No,No,13.0,Venmo,0,27.061855670103093
70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,No,Bank Transfer,Free Shipping,No,No,2.0,Cash,52,41.623711340206185
32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,No,Bank Transfer,Express,No,No,4.0,Debit Card,52,51.67525773195876
62,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.6,No,Venmo,Express,No,No,17.0,Debit Card,0,41.49484536082473
52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,No,Debit Card,Free Shipping,No,No,43.0,PayPal,0,27.31958762886598
23,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,3.4,No,Debit Card,Next Day Air,No,No,6.0,PayPal,13,28.80154639175258
26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,No,Venmo,Standard,No,No,46.0,PayPal,0,65.59278350515464
58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,No,PayPal,Free Shipping,No,No,7.0,Debit Card,0,32.47422680412371
26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,No,Bank Transfer,Next Day Air,No,No,34.0,Debit Card,26,54.89690721649484
54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,No,Credit Card,Standard,No,No,21.0,PayPal,0,51.804123711340196
66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.6,No,Credit Card,Express,No,No,13.0,Venmo,0,26.03092783505155
60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,No,Venmo,Store Pickup,No,No,33.0,Debit Card,0,55.41237113402061
32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,Bank Transfer,2-Day Shipping,No,No,24.0,Bank Transfer,0,55.54123711340206
48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,No,Credit Card,Store Pickup,No,No,4.0,Bank Transfer,1,15.439135606661376
69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,No,PayPal,Next Day Air,No,No,5.0,Cash,0,20.87628865979381
64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,No,Debit Card,Next Day Air,No,No,11.0,Credit Card,52,56.44329896907215
56,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4.0,No,Venmo,Next Day Air,No,No,20.0,Bank Transfer,1,56.67624900872323
22,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,No,Venmo,Store Pickup,No,No,28.0,PayPal,0,18.42783505154639
46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,Bank Transfer,Store Pickup,No,No,43.0,PayPal,13,41.04381443298969
24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,No,Credit Card,Store Pickup,No,No,10.0,Venmo,0,26.932989690721648
47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,No,Debit Card,Next Day Air,No,No,26.0,Venmo,0,44.97422680412371
62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,No,Cash,Free Shipping,No,No,29.0,Bank Transfer,13,59.8582474226804
34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,No,PayPal,Store Pickup,No,No,35.0,Bank Transfer,0,43.81443298969072
50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,No,Debit Card,Free Shipping,No,No,23.0,Cash,0,17.010309278350515
29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,No,PayPal,Store Pickup,No,No,15.0,Bank Transfer,0,21.64948453608247
68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,No,46.0,Credit Card,1,57.4494448850119
52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Cash,Next Day Air,No,No,14.0,Bank Transfer,0,30.541237113402058
29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,No,Bank Transfer,Store Pickup,No,No,17.0,Cash,0,36.340206185567006
22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,No,Bank Transfer,Store Pickup,No,No,9.0,Cash,52,63.4020618556701
62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,No,Cash,Standard,No,No,13.0,Venmo,26,45.74742268041237
69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,PayPal,Next Day Air,No,No,20.0,Bank Transfer,13,45.5541237113402
48,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.7,No,Debit Card,Free Shipping,No,No,39.0,Bank Transfer,0,29.381443298969074
66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.3,No,Bank Transfer,Next Day Air,No,No,50.0,Bank Transfer,0,49.61340206185567
42,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,No,Venmo,Free Shipping,No,No,21.0,Bank Transfer,0,55.92783505154638
50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,No,Venmo,Express,No,No,3.0,Bank Transfer,52,74.48453608247422
32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,PayPal,Express,No,No,9.0,PayPal,26,59.149484536082475
51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Bank Transfer,Standard,No,No,29.0,Cash,0,52.31958762886598
27,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3.0,No,PayPal,2-Day Shipping,No,No,42.0,Bank Transfer,52,64.81958762886597
43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5.0,No,PayPal,2-Day Shipping,No,No,41.0,Debit Card,26,58.11855670103093
48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Debit Card,Express,No,No,17.0,Debit Card,13,28.93041237113402
62,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.7,No,Venmo,Next Day Air,No,No,20.0,PayPal,1,35.026764472640764
65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Debit Card,Standard,No,No,18.0,Credit Card,0,20.2319587628866
50,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.2,No,Bank Transfer,2-Day Shipping,No,No,7.0,PayPal,13,43.621134020618555
60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Credit Card,Free Shipping,No,No,0.0,Bank Transfer,26,60.82474226804124
19,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.6,No,Bank Transfer,Next Day Air,No,No,2.0,Bank Transfer,0,21.778350515463924
21,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.9,No,PayPal,Free Shipping,No,No,25.0,Debit Card,0,48.71134020618557
19,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Cash,Express,No,No,26.0,Venmo,1,57.96490880253767
46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,PayPal,Express,No,No,2.0,Debit Card,52,78.22164948453609
21,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Venmo,Store Pickup,No,No,45.0,Venmo,0,43.55670103092783
26,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,PayPal,Free Shipping,No,No,9.0,Bank Transfer,0,28.09278350515464
50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Debit Card,Store Pickup,No,No,1.0,Venmo,52,63.91752577319587
43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Credit Card,Free Shipping,No,No,4.0,PayPal,0,24.613402061855666
61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Venmo,Standard,No,No,31.0,Debit Card,0,59.278350515463906
63,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.7,No,Cash,2-Day Shipping,No,No,21.0,Credit Card,0,46.13402061855669
46,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,No,Venmo,Store Pickup,No,No,32.0,Debit Card,26,64.94845360824742
63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Credit Card,Standard,No,No,16.0,Venmo,52,55.283505154639165
23,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,3.0,No,Debit Card,Express,No,No,34.0,Credit Card,26,49.74226804123711
57,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,3.3,No,PayPal,Next Day Air,No,No,40.0,Venmo,0,52.44845360824741
57,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Venmo,Standard,No,No,4.0,Cash,0,25.128865979381438
33,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4.0,No,Venmo,Standard,No,No,3.0,Cash,0,11.855670103092784
57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,PayPal,Store Pickup,No,No,28.0,Bank Transfer,0,47.293814432989684
55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Credit Card,Free Shipping,No,No,43.0,Credit Card,0,62.371134020618555
65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,PayPal,Standard,No,No,20.0,Cash,1,22.14016653449643
60,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,PayPal,Express,No,No,40.0,Venmo,0,23.067010309278345
52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,PayPal,Store Pickup,No,No,34.0,Venmo,0,20.747422680412374
34,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Cash,Store Pickup,No,No,100.0,Bank Transfer,0,66.36597938144328
33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Cash,Express,No,No,26.0,Cash,0,57.34536082474225
58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Credit Card,Next Day Air,No,No,29.0,Cash,0,43.55670103092783
35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Venmo,Store Pickup,No,No,47.0,Bank Transfer,52,81.70103092783505
68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Bank Transfer,Free Shipping,No,No,48.0,Venmo,26,75.77319587628865
58,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Bank Transfer,Next Day Air,No,No,29.0,Cash,0,24.999999999999993
34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,Cash,2-Day Shipping,No,No,14.0,Bank Transfer,13,33.44072164948454
47,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Venmo,Next Day Air,No,No,40.0,Cash,0,61.72680412371133
35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Venmo,Next Day Air,No,No,4.0,Venmo,52,74.87113402061856
34,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Debit Card,Free Shipping,No,No,37.0,Bank Transfer,52,66.49484536082474
36,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Venmo,Express,No,No,47.0,Credit Card,0,30.927835051546392
23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4.0,No,PayPal,2-Day Shipping,No,No,1.0,Venmo,0,8.505154639175258
68,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Debit Card,Store Pickup,No,No,26.0,Cash,0,18.685567010309278
23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Bank Transfer,Free Shipping,No,No,12.0,Debit Card,0,38.01546391752577
57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Debit Card,Standard,No,No,16.0,PayPal,26,34.5360824742268
21,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Bank Transfer,Free Shipping,No,No,19.0,PayPal,1,48.04222839016654
45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Cash,Express,No,No,21.0,Credit Card,52,88.65979381443297
37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Credit Card,Free Shipping,No,No,15.0,Venmo,52,53.350515463917525
18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Debit Card,Free Shipping,No,No,9.0,Venmo,1,22.011300555114982
55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Venmo,Express,No,No,7.0,Bank Transfer,0,12.886597938144329
52,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,Cash,2-Day Shipping,No,No,47.0,Bank Transfer,0,48.45360824742267
49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Venmo,Store Pickup,No,No,17.0,PayPal,13,58.311855670103085
56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Bank Transfer,Next Day Air,No,No,46.0,Venmo,26,76.5463917525773
27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Venmo,Standard,No,No,32.0,Cash,0,38.01546391752577
22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,PayPal,Free Shipping,No,No,34.0,Cash,1,57.4494448850119
18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,Cash,2-Day Shipping,No,No,18.0,Cash,13,38.07989690721649
21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Bank Transfer,Store Pickup,No,No,5.0,Debit Card,26,32.86082474226804
30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,PayPal,2-Day Shipping,No,No,44.0,Credit Card,13,62.04896907216494
62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,PayPal,Store Pickup,No,No,4.0,Bank Transfer,0,44.71649484536083
28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Debit Card,Next Day Air,No,No,37.0,Cash,26,72.55154639175258
66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,Cash,2-Day Shipping,No,No,43.0,Cash,13,61.66237113402061
66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Credit Card,Standard,No,No,28.0,Bank Transfer,0,51.93298969072164
49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Bank Transfer,Express,No,No,36.0,Cash,13,53.2860824742268
40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Cash,Standard,No,No,16.0,Credit Card,1,20.593774781919112
49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,PayPal,Store Pickup,No,No,38.0,Bank Transfer,0,59.40721649484536
19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Debit Card,Next Day Air,No,No,37.0,Bank Transfer,26,68.94329896907216
24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,Venmo,2-Day Shipping,No,No,9.0,Cash,0,40.979381443298976
31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,Bank Transfer,2-Day Shipping,No,No,14.0,PayPal,26,31.185567010309278
35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Venmo,Free Shipping,No,No,3.0,Venmo,52,61.08247422680411
65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Debit Card,Express,No,No,10.0,Credit Card,26,38.4020618556701
68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Credit Card,Express,No,No,26.0,Bank Transfer,0,20.747422680412374
57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Venmo,Standard,No,No,30.0,Debit Card,0,35.69587628865979
69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Cash,Next Day Air,No,No,32.0,PayPal,26,49.484536082474214
45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,PayPal,Store Pickup,No,No,35.0,PayPal,13,45.68298969072165
35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Debit Card,Store Pickup,No,No,26.0,Debit Card,0,28.99484536082474
36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,Cash,2-Day Shipping,No,No,39.0,Credit Card,13,39.49742268041237
55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Credit Card,Standard,No,No,31.0,Credit Card,13,44.13659793814433
66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Cash,Free Shipping,No,No,28.0,Credit Card,1,26.26387787470262
